OSEBuildingID,DataYear,BuildingName,BuildingType,TaxParcelIdentificationNumber,Address,City,State,ZipCode,Latitude,Longitude,Neighborhood,CouncilDistrictCode,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),EPAPropertyType,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Electricity(kWh),SteamUse(kBtu),NaturalGas(therms),ComplianceStatus,ComplianceIssue,Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity
110,2021,EXHIBITION HALL - SEATTLE CENTER,Nonresidential COS,1988200440,301 MERCER ST,SEATTLE,WA,98109,47.62395,-122.35143,MAGNOLIA / QUEEN ANNE,1,1962,2,1,52000,52000,0,,,,,,,,Social/Meeting Hall,Social/Meeting Hall,54981,NA,,NA,,,,,Compliant,No Issue,1668195,0,0,0
112,2021,MCCAW HALL - SEATTLE CENTER,Nonresidential COS,1988200700,225 MERCER ST,SEATTLE,WA,98109,47.62395,-122.35143,MAGNOLIA / QUEEN ANNE,1,1928,2,1,262048,262048,0,,,,,,,,Performing Arts,Performing Arts,296000,NA,,NA,,,,,Compliant,No Issue,9391714,114804,0,0
113,2021,KCTS 9,NonResidential,1988200705,401 MERCER ST,SEATTLE,WA,98109,47.62391,-122.34837,MAGNOLIA / QUEEN ANNE,1,1986,2,1,66240,63888,2352,,53.70000076,53.70000076,2986294,2986294,150.3000031,150.3000031,Other,Other,55632,Parking,0,NA,,875233,0,0,Compliant,No Issue,2986294,0,12.4,0.2
114,2021,BILL & MELINDA GATES FOUNDATION,NonResidential,1988201155,500 5TH AVE N,SEATTLE,WA,98109,47.62419,-122.34443,MAGNOLIA / QUEEN ANNE,1,2010,6,1,920598,616891,303707,82,57.5,57.70000076,42478444,42265960,119.5999985,119.9000015,Office,Office,729584,Parking,185014,Other,6000,7302434,0,175625,Compliant,No Issue,24915905,17562541,1035.8,1.7
115,2021,SCRIPPS BUILDING - 221 FIRST AVENUE WEST,NonResidential,1989200850,221 1ST AVE W,SEATTLE,WA,98119,47.62053,-122.35842,MAGNOLIA / QUEEN ANNE,1,1970,4,1,76213,50283,25930,73,61.70000076,62.29999924,3174528,3143250,133.8000031,134.5,Office,Office,48546,Parking,21454,Other,2406,589281,0,11639,Compliant,No Issue,2010627,1163901,70.1,1.4
116,2021,THE MEDITERRANEAN INN,NonResidential,1989201125,425 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.62291,-122.35708,MAGNOLIA / QUEEN ANNE,1,2002,6,1,127200,81560,45640,83,56.20000076,56.20000076,4586302,4586302,108.0999985,108.0999985,Hotel,Hotel,79696,Parking,45640,Other - Restaurant/Bar,1864,670251,0,22994,Compliant,No Issue,2286897,2299405,131.6,1.6
117,2021,UNIVERSITY INN,NonResidential,1142001871,4140 ROOSEVELT WAY NE,SEATTLE,WA,98105,47.65772,-122.31756,NORTHEAST,1,1962,4,2,71403,60953,10450,70,66.30000305,66.30000305,4041396,4041396,113.0999985,113.0999985,Hotel,Hotel,52953,Restaurant,8000,Parking,0,444008,0,25264,Compliant,No Issue,1514956,2526440,140.4,2.3
118,2021,PATHFINDER/COOPER SCHOOL (SPS-DISTRICT),SPS-District K-12,1324039116,1901 SW GENESEE ST,SEATTLE,WA,98106,47.5636,-122.358,DELRIDGE NEIGHBORHOODS,1,1999,3,1,75364,75364,0,70,37.59999847,37.40000153,2697900,2711626,82.19999695,82,K-12 School,K-12 School,72120,NA,,NA,,516008,0,9373,Compliant,No Issue,1760618,937281,57.1,0.8
119,2021,ST JOSEPH K-8 SCHOOL,NonResidential,1336800825,700 18TH AVE E,SEATTLE,WA,98112,47.62548,-122.30828,EAST,1,1923,3,1,67743,67743,0,42,44.90000153,45.90000153,3106536,3042820,76.40000153,77.40000153,K-12 School,K-12 School,67743,NA,,NA,,331616,0,19751,Compliant,No Issue,1131475,1975061,109.6,1.6
120,2021,HOLY NAMES ACADEMY,NonResidential,1338800660,728 21ST AVE E,SEATTLE,WA,98112,47.62644,-122.30429,EAST,1,1908,6,1,168239,161514,6725,89,48.09999847,48.70000076,7807316,7707447,78.5,79.19999695,K-12 School,K-12 School,160225,Parking,85875,NA,,751440,0,52434,Compliant,No Issue,2563915,5243402,289.1,1.8
121,2021,THE 2100 BUILDING,NonResidential,1498303116,2100 24TH AVE S,SEATTLE,WA,98144,47.58408,-122.30125,SOUTHEAST,1,2003,3,1,99433,63681,35752,22,76.40000153,77,4903581,4864678,213.8999939,215.6000061,Office,Office,63681,Parking,35752,NA,,1437157,0,0,Compliant,No Issue,4903580,0,20.3,0.3
122,2021,MUIR ELEMENTARY SCHOOL(SPS-DISTRICT),SPS-District K-12,1524049002,3301 S HORTON ST,SEATTLE,WA,98144,47.57324,-122.29058,SOUTHEAST,1,1991,2,1,60725,60725,0,40,37.70000076,38.09999847,2232419,2207124,105.5,106.6999969,K-12 School,K-12 School,58602,NA,,NA,,654284,0,0,Compliant,No Issue,2232419,0,9.2,0.2
125,2021,MERCER MIDDLE (SPS-DISTRICT),SPS-District K-12,1624049214,1600 S COLUMBIAN WAY,SEATTLE,WA,98108,47.56413,-122.31208,GREATER DUWAMISH,1,1957,1,1,130862,130862,0,54,54.20000076,54.90000153,7850571,7752654,82.59999847,83.09999847,K-12 School,K-12 School,142925,NA,,NA,,608678,0,57738,Compliant,No Issue,2076811,5773760,315.2,2.4
127,2021,ORCA AT WHITWORTH ELEMENTARY SCHOOL (SPS-DISTRICT),SPS-District K-12,1704900242,5215 46TH AVE S,SEATTLE,WA,98118,47.55478,-122.27596,SOUTHEAST,2,1989,3,1,59955,59955,0,62,30.89999962,30.79999924,1886652,1892180,80.30000305,79.90000153,K-12 School,K-12 School,61327,NA,,NA,,489110,0,2178,Compliant,No Issue,1668843,217809,18.5,0.3
130,2021,MCCLURE MIDDLE (SPS-DISTRICT),SPS-District K-12,1794501220,1915 1ST AVE W,SEATTLE,WA,98119,47.63683,-122.35896,MAGNOLIA / QUEEN ANNE,1,1964,2,1,93218,93218,0,70,40.90000153,41.70000076,3933145,3857994,63.5,64.40000153,K-12 School,K-12 School,94263,NA,,NA,,324610,0,28256,Compliant,No Issue,1107570,2825575,154.6,1.7
131,2021,CENTURYLINK: LAKEVIEW MAIN,NonResidential,1797500625,1208 NE 64TH ST,SEATTLE,WA,98115,47.67524,-122.31534,NORTHEAST,1,1941,4,1,56521,56521,0,,90.40000153,90.40000153,5108734,5108734,253.1000061,253.1000061,Data Center,Data Center,41572,Office,14949,NA,,1497285,0,0,Compliant,No Issue,5108736,0,21.1,0.4
132,2021,ROOSEVELT SQUARE,NonResidential,1797500715,6417 ROOSEVELT WAY NE,SEATTLE,WA,98115,47.67559,-122.31769,NORTHEAST,1,1929,2,1,228385,128315,100070,88,110.5999985,110.9000015,14347799,14315592,286.1000061,286.2999878,Supermarket/Grocery Store,Supermarket/Grocery Store,129396,Parking,0,NA,,3681650,0,17860,Compliant,No Issue,12561790,1786009,146.8,1.1
136,2021,KING COUNTY- MARY PILGRIM HOUSING,NonResidential,1926049012,14115 AURORA AVE N,SEATTLE,WA,98133,47.73141,-122.3458,NORTHWEST,1,2001,4,1,51390,51390,0,,,,,,,,Multifamily Housing,Multifamily Housing,51390,NA,,NA,,0,0,0,Not Compliant,Portfolio Manager Account Not Shared,0,0,0,0
137,2021,BROADVIEW THOMSON K-8 (SPS-DISTRICT),SPS-District K-12,1926049025,13052 GREENWOOD AVE N,SEATTLE,WA,98133,47.72463,-122.35315,NORTHWEST,1,1963,2,1,131013,131013,0,86,41.29999924,41.29999924,5475432,5475432,65.19999695,65.19999695,K-12 School,K-12 School,132672,NA,,NA,,486345,0,38160,Compliant,No Issue,1659411,3816022,209.5,1.6
138,2021,INGRAHAM HIGH (SPS-DISTRICT),SPS-District K-12,1926049321,1819 N 135TH ST,SEATTLE,WA,98133,47.7257,-122.33684,NORTHWEST,1,1959,1,1,245587,245587,0,80,52.70000076,54.29999924,14620431,14188849,77.80000305,79.5,K-12 School,K-12 School,269361,NA,,NA,,1015398,0,111559,Compliant,No Issue,3464538,11155894,606.8,2.5
139,2021,KING COUNTY- NORTHGATE HOUSING,NonResidential,1926049434,13300 STONE AVE N,SEATTLE,WA,98133,47.72529,-122.34115,NORTHWEST,1,2002,3,1,69138,69138,0,,,,,,,,NA,NA,,NA,,NA,,0,0,0,Compliant,No Issue,0,0,0,0
140,2021,B F DAY ELEMENTARY (SPS-DISTRICT),SPS-District K-12,1931301145,3921 LINDEN AVE N,SEATTLE,WA,98103,47.65464,-122.34912,LAKE UNION,1,1991,3,1,66588,66588,0,44,38,38.59999847,2518555,2478592,106.5,108.1999969,K-12 School,K-12 School,65188,NA,,NA,,738146,0,0,Compliant,No Issue,2518555,0,10.4,0.2
141,2021,HUGHES ELEMENTARY SCHOOL (SPS-DISTRICT),SPS-District K-12,1932300245,7740 34TH AVE SW,SEATTLE,WA,98126,47.53284,-122.37493,DELRIDGE NEIGHBORHOODS,1,1926,3,0,44324,44324,0,,33.79999924,34.29999924,1742902,1713238,67.59999847,68.40000153,K-12 School,K-12 School,50742,NA,,NA,,275093,0,8043,Compliant,No Issue,938617,804285,46.6,1.1
142,2021,SEATTLE PACIFIC UNIVERSITY - Royal Brougham Pavilion,NonResidential,1972204390,3414 3RD AVE W,SEATTLE,WA,98119,47.65115,-122.36037,MAGNOLIA / QUEEN ANNE,1,1927,2,0,82746,82746,0,,105,106.4000015,8804385,8686226,192.8999939,194.3999939,College/University,College/University,82746,NA,,NA,,1145847,0,48948,Compliant,No Issue,3909630,4894757,276.1,3.3
144,2021,ALEXIS HOTEL,NonResidential,1974600035,1007 1ST AVE,SEATTLE,WA,98104,47.6048,-122.3368,DOWNTOWN,1,1904,5,2,182237,169037,13200,100,19.5,19.5,3715154,3715147,48.09999847,48,Hotel,Hotel,169037,Enclosed Mall,21943,NA,,883273,0,7014,Compliant,No Issue,3013727,701427,49.7,0.3
145,2021,BENAROYA HALL,Nonresidential COS,1974700025,1301 3RD AVE,SEATTLE,WA,98101,47.60804,-122.3367,DOWNTOWN,1,1998,6,1,174000,174000,0,,62.70000076,63.09999847,10884942,10812162,136.3999939,136.8999939,Mixed Use Property,Performing Arts,163031,Parking,153719,Social/Meeting Hall,9380,1929580,4228428,728,Compliant,No Issue,6583727,72787,382.1,2.2
147,2021,SWEDISH MEDICAL CENTER BALLARD - CAMPUS,Campus,2767703875,5300 TALLMAN AVE NW,SEATTLE,WA,98107,47.66737,-122.37956,BALLARD,1,1954,5,2,451526,302661,148865,39,,211.1999969,63914268,,,398.8999939,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),302661,Parking,148865,NA,,8979041,0,332778,Compliant,No Issue,30636488,33277781,1894.1,6.3
163,2021,FIRE STATION 10/FAC/EOC,Nonresidential COS,5247801465,400 S WASHINGTON ST,SEATTLE,WA,98104,47.60102,-122.32873,DOWNTOWN,1,2006,4,1,61156,61156,0,,139.1000061,140.3999939,8135582,8063754,332.8999939,335.3999939,Fire Station,Fire Station,30301,Office,27659,NA,,1825424,0,19072,Compliant,No Issue,6228347,1907236,127.1,2.1
167,2021,WING LUKE MUSEUM/KONG YICK BLDG.,NonResidential,5247802715,719 S KING ST,SEATTLE,WA,98104,47.59809,-122.32283,DOWNTOWN,1,1910,4,1,72820,59000,13820,,24.89999962,25.79999924,1470972,1419950,55.40000153,57.40000153,Museum,Museum,57063,NA,,NA,,290131,0,4810,Compliant,No Issue,989927,481045,29.6,0.5
168,2021,HAMPTON INN & SUITES,NonResidential,5458300285,700 5TH AVE N,SEATTLE,WA,98109,47.62614,-122.3467,MAGNOLIA / QUEEN ANNE,1,1996,4,1,162222,148022,14200,100,34.70000076,34.70000076,3944963,3944963,81.5,81.5,Hotel,Hotel,113702,Parking,40911,NA,,858213,0,10167,Compliant,No Issue,2928224,1016739,66.1,0.4
169,2021,FRANKLIN HIGH SCHOOL (SPS-DISTRICT),SPS-District K-12,5700000455,3013 S MOUNT BAKER BLVD,SEATTLE,WA,98144,47.57589,-122.29365,SOUTHEAST,1,1990,4,1,289588,289588,0,89,27.79999924,28.10000038,7445262,7383257,66.59999847,66.80000305,K-12 School,K-12 School,265346,NA,,NA,,1660458,0,17798,Compliant,No Issue,5665483,1779780,118,0.4
170,2021,SEATTLE CENTRAL COLLEGE - FINE ARTS BLDG,NonResidential,6003000470,801 E PINE ST,SEATTLE,WA,98122,47.61495,-122.32177,EAST,1,1915,3,1,64820,64820,0,,34.70000076,34.40000153,2226924,2248284,70.5,70,College/University,College/University,50820,Performing Arts,14000,NA,,367963,0,9714,Compliant,No Issue,1255489,971435,56.8,0.9
172,2021,SOUTH SEATTLE COLLEGE - CAMPUS MASTER ID,Campus,6171900005,6000 16TH AVE SW,SEATTLE,WA,98106,47.547,-122.35307,DELRIDGE NEIGHBORHOODS,1,1970,2,27,529343,529343,0,,46.59999847,47,24897808,24675750,95.59999847,95.80000305,College/University,College/University,529343,NA,,NA,,4117730,0,108481,Compliant,No Issue,14049695,10848112,634.3,1.2
173,2021,SEATTLE CHILDREN'S HOSPITAL (ADMIN BLDG),NonResidential,6418100005,6901 SAND POINT WAY NE,SEATTLE,WA,98115,47.67836,-122.26442,NORTHEAST,1,2002,2,1,96300,96300,0,,78.69999695,79,7609552,7578446,187.6999969,188.6000061,Office,Office,96300,Data Center,0,NA,,1703582,0,17969,Compliant,No Issue,5812622,1796931,119.5,1.2
"174,2021,CSC Vehicle Maintenance (E),Nonresidential COS,6834700175,805 S DEARBORN ST,SEATTLE,WA,98134,47.59545,-122.32146,GREATER DUWAMISH,1,1950,1,1,67356,67356,0,,86.5,88.59999847,6003499,5864142,140,142.6000061,""Repair Services (Vehicle, Shoe, Locksmith, etc)"",""Repair Services (Vehicle, Shoe, Locksmith, etc)"",67772,NA,,NA,,563320,0,40815,Compliant,No Issue,1922047,4081452,224.7,3.3"
175,2021,GARFIELD HIGH (SPS-DISTRICT),SPS-District K-12,6840701230,400 23RD AVE,SEATTLE,WA,98122,47.60598,-122.30156,CENTRAL,1,2008,3,1,254523,254523,0,48,64.30000305,65,16600766,16419917,112.3000031,113,K-12 School,K-12 School,255419,NA,,NA,,1915838,0,100639,Compliant,No Issue,6536839,10063928,561.5,2.2
176,2021,EMERSON ELEMENTARY SCHOOL (SPS-DISTRICT),SPS-District K-12,7129302300,9709 60TH AVE S,SEATTLE,WA,98118,47.51482,-122.25864,SOUTHEAST,1,2001,3,1,78804,78804,0,42,58.79999924,59.09999847,4661040,4635855,94.80000305,95.19999695,K-12 School,K-12 School,78804,NA,,NA,,436291,0,31724,Compliant,No Issue,1488625,3172416,174.6,2.2
177,2021,MADRONA SCHOOL (SPS-DISTRICT),SPS-District K-12,7152200350,1121 33RD AVE,SEATTLE,WA,98122,47.61224,-122.29087,CENTRAL,1,2002,3,1,66994,66994,0,47,46.70000076,46.5,3166253,3180529,102.5999985,102.4000015,K-12 School,K-12 School,68127,NA,,NA,,611624,0,10794,Compliant,No Issue,2086859,1079394,66,1
178,2021,VAN ASSELT ELEMENTARY @ AAA  (SPS-DISTRICT),SPS-District K-12,7243500230,8311 BEACON AVE S,SEATTLE,WA,98118,47.52915,-122.28904,GREATER DUWAMISH,1,2000,3,1,98357,98357,0,73,41.29999924,41.90000153,4319249,4261144,72.80000305,73.40000153,K-12 School,K-12 School,103166,NA,,NA,,507924,0,25862,Compliant,No Issue,1733036,2586213,144.5,1.5
179,2021,UNION GOSPEL MISSION ASSN - ADMIN BUILDING,NonResidential,7378600265,3800 S OTHELLO ST,SEATTLE,WA,98118,47.53827,-122.28406,GREATER DUWAMISH,1,1958,1,1,54765,54765,0,11,73.09999847,74.19999695,4065796,4000678,171.6999969,174.8000031,Worship Facility,Worship Facility,29000,Office,25765,NA,,888707,0,10335,Compliant,No Issue,3032268,1033529,67.4,1.2
180,2021,UNION GOSPEL MISSION ASSN / HOPE PLACE,NonResidential,7378600265,3802 S OTHELLO ST,SEATTLE,WA,98118,47.53722,-122.284,GREATER DUWAMISH,2,2009,5,1,89821,89821,0,,16.39999962,16.29999924,1448529,1461816,18.39999962,18.20000076,Other - Lodging/Residential,Other - Lodging/Residential,46483,Office,37938,Food Service,4579,16696,0,13916,Compliant,No Issue,56967,1391562,74.1,0.8
182,2021,SEATTLE PACIFIC UNIVERSITY - Otto Miller Hall,NonResidential,7443000070,3469 3RD AVE W,SEATTLE,WA,98119,47.65147,-122.36122,MAGNOLIA / QUEEN ANNE,1,1980,2,1,52611,52611,0,,118.1999969,119.8000031,6300282,6217258,201.5,203.1999969,College/University,College/University,52611,NA,,NA,,682118,0,39729,Compliant,No Issue,2327388,3972894,220.6,4.2
"183,2021,""EMERSON HALL, SEATTLE PACIFIC UNIVERSITY"",Multifamily LR (1-4),7443000375,362 W EMERSON ST,SEATTLE,WA,98119,47.65068,-122.36331,MAGNOLIA / QUEEN ANNE,7,2001,4,1,139600,102100,37500,88,42.70000076,42.40000153,3915099,3942811,89.59999847,89.09999847,Multifamily LR (1-4),Residence Hall/Dormitory,92287,Parking,43233,NA,,688423,0,15662,Not Compliant,Account Requires Verification,2348900,1566199,92.9,0.9"
185,2021,NATHAN HALE HIGH (SPS-DISTRICT),SPS-District K-12,2826049152,10750 30TH AVE NE,SEATTLE,WA,98125,47.70763,-122.29453,NORTH,1,2011,2,1,236758,236758,0,79,38.09999847,38.20000076,9361048,9336612,68,68.09999847,K-12 School,K-12 School,244739,Parking,0,NA,,1143873,0,54582,Compliant,No Issue,3902895,5458154,306,1.3
189,2021,GREENWOOD ELEMENTARY (SPS-DISTRICT),SPS-District K-12,2919200635,144 NW 80TH ST,SEATTLE,WA,98117,47.68725,-122.35996,NORTHWEST,6,2002,3,1,62526,62526,0,59,49.40000153,49.79999924,3031342,3007912,83.59999847,84,K-12 School,K-12 School,60834,NA,,NA,,323118,0,19289,Compliant,No Issue,1102479,1928862,107,1.7
190,2021,WEBSTER ST BUILDING (CEDAR GROVE),NonResidential,2924049043,7343 E MARGINAL WAY S,SEATTLE,WA,98108,47.536,-122.31768,GREATER DUWAMISH,1,2007,3,1,64015,64015,0,51,45.79999924,46.09999847,2796523,2778342,108.3000031,108.5999985,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,36200,Office,24419,NA,,611034,0,7117,Compliant,No Issue,2084850,711673,46.4,0.7
194,2021,NORTHGATE MALL SHOPPING CENTER RETAIL STORES  - ACTIVE/PRIMARY ID,Campus,2926049025,401 NE NORTHGATE WAY,SEATTLE,WA,98125,47.70759,-122.3255,NORTH,5,1951,1,1,530039,530039,0,100,14.19999981,14.30000019,7560273,7511966,29.89999962,30,Retail Store,Retail Store,505103,Restaurant,24936,NA,,1333552,0,30102,Compliant,No Issue,4550079,3010194,178.7,0.3
198,2021,SEATTLE CHILDREN'S HOSPITAL  (MAIN CAMPUS),Campus,2982800005,4800 SAND POINT WAY NE,SEATTLE,WA,98105,47.66231,-122.28146,NORTHEAST,1,1953,10,10,879000,879000,0,29,255.1000061,257,230595392,228875744,464.5,468.7000122,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),897371,NA,,NA,,29886780,0,1286217,Compliant,No Issue,101973693,128621688,7253,8.3
200,2021,Verity Credit Union,NonResidential,3026049024,11027 MERIDIAN AVE N,SEATTLE,WA,98133,47.70956,-122.3345,NORTHWEST,1,1996,3,1,55442,39017,16425,80,81.19999695,81.59999847,3043150,3028669,160.8000031,161.1999969,Financial Office,Financial Office,28636,Medical Office,8644,Medical Office,8644,471157,0,14356,Compliant,No Issue,1607587,1435563,82.9,2.1
205,2021,BALLARD HIGH (SPS-DISTRICT),SPS-District K-12,3050700050,1418 NW 65TH ST,SEATTLE,WA,98117,47.67661,-122.37489,BALLARD,1,1999,2,1,242795,242795,0,60,44.79999924,44.40000153,11100223,11192373,101.4000015,100.6999969,K-12 School,K-12 School,249963,NA,,NA,,2261555,0,33838,Compliant,No Issue,7716426,3383796,211.6,0.9
209,2021,SEATTLE UNIVERSITY - Madison Building (MADI),NonResidential,3225049002,1125 12TH AVE,SEATTLE,WA,98122,47.61239,-122.31708,EAST,1,1910,5,1,84870,84870,0,,32.09999847,32.20000076,2717686,2713580,49.79999924,49.90000153,Self-Storage Facility,Self-Storage Facility,74705,Retail Store,9752,NA,,227693,0,19408,Compliant,No Issue,776888,1940798,106.3,1.3
211,2021,NORTH SEATTLE COLLEGE - CAMPUS,Campus,3226049021,9600 COLLEGE WAY N,SEATTLE,WA,98103,47.69936,-122.33401,NORTHWEST,1,1970,2,11,694072,582447,111625,,51.09999847,50.90000153,33233874,33352704,124,123.5,College/University,College/University,653167,NA,,NA,,7662266,0,70902,Compliant,No Issue,26143652,7090223,484.7,0.8
212,2021,AKI KUROSE MIDDLE (SPS-DISTRICT),SPS-District K-12,3332501090,3928 S GRAHAM ST,SEATTLE,WA,98118,47.54632,-122.28198,SOUTHEAST,1,1952,2,1,173185,173185,0,59,58.09999847,57.40000153,9844954,9959111,74.69999695,74,K-12 School,K-12 School,171523,NA,,NA,,394063,0,85004,Compliant,No Issue,1344542,8500411,457,2.6
214,2021,BOREN STEM K-8 (SPS-DISTRICT),SPS-District K-12,3438501230,5950 DELRIDGE WAY SW,SEATTLE,WA,98106,47.54862,-122.36214,DELRIDGE NEIGHBORHOODS,1,1963,1,1,145341,145341,0,66,50.40000153,51.5,6153314,6029036,77.69999695,78.80000305,K-12 School,K-12 School,119514,NA,,NA,,495417,0,44630,Compliant,No Issue,1690364,4462950,244,1.7
215,2021,RAINIER BOTTLING PLANT,NonResidential,3466800065,5628 AIRPORT WAY S,SEATTLE,WA,98108,47.55152,-122.31869,GREATER DUWAMISH,1,1904,4,1,114297,114297,0,,,,,,,,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,114297,Parking,0,NA,,0,0,0,Not Compliant,Missing 2021 EUI or Electricity Data,0,0,0,0
216,2021,RAINIER BEACH HIGH SCHOOL (SPS-DISTRICT),SPS-District K-12,3524049149,8815 SEWARD PARK AVE S,SEATTLE,WA,98118,47.52407,-122.26586,SOUTHEAST,2,1960,2,1,184125,184125,0,83,38.70000076,38.70000076,7337896,7337896,63.20000076,63.20000076,K-12 School,K-12 School,189592,NA,,NA,,717693,0,48891,Compliant,No Issue,2448769,4889128,269.8,1.5
217,2021,WHITMAN MIDDLE (SPS-DISTRICT),SPS-District K-12,3526039131,9201 15TH AVE NW,SEATTLE,WA,98117,47.69675,-122.3776,BALLARD,1,1959,1,1,160270,160270,0,76,47.09999847,48.09999847,6966986,6827257,66.69999695,67.69999695,K-12 School,K-12 School,144936,NA,,NA,,418904,0,55377,Compliant,No Issue,1429302,5537684,300,1.9
220,2021,SODO ROW,NonResidential,3573700006,4786 1ST AVE S,SEATTLE,WA,98134,47.55901,-122.33328,GREATER DUWAMISH,1,1937,1,1,234144,234144,0,98,11,11,2566324,2569846,11.5,11.5,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,234144,NA,,NA,,28,0,25662,Compliant,No Issue,97,2566228,136.3,0.6
223,2021,WESTWOOD VILLAGE - BLDG A,NonResidential,3624039009,2600 SW BARTON ST,SEATTLE,WA,98126,47.52254,-122.36627,DELRIDGE NEIGHBORHOODS,1,1966,1,1,64984,64984,0,,39.20000076,39.59999847,2581250,2554974,93.40000153,93.80000305,Retail Store,Retail Store,65195,NA,,NA,,570470,0,6348,Compliant,No Issue,1946444,634806,41.8,0.6
224,2021,WESTWOOD VILLAGE - BLDG B,NonResidential,3624039009,2600 SW BARTON ST,SEATTLE,WA,98126,47.52254,-122.36627,DELRIDGE NEIGHBORHOODS,1,1965,1,1,67745,67745,0,,110.5999985,109.9000015,7444998,7493920,145.3999939,144.6999969,Retail Store,Retail Store,67763,NA,,NA,,332386,0,63109,Compliant,No Issue,1134101,6310897,339.9,5
225,2021,DENNY/ SEALTH CAMPUS (SPS-DISTRICT),SPS-District K-12,3624039032,2500 SW THISTLE ST,SEATTLE,WA,98106,47.52915,-122.36511,DELRIDGE NEIGHBORHOODS,1,2010,2,1,367884,367884,0,74,43.20000076,43.40000153,16180345,16112236,78.30000305,78.5,K-12 School,K-12 School,372897,NA,,NA,,2055274,0,91678,Compliant,No Issue,7012595,9167751,515.9,1.4
226,2021,ROXHILL ELEMENTARY SCHOOL(SPS-DISTRICT),SPS-District K-12,3624039057,9450 30TH AVE SW,SEATTLE,WA,98126,47.51778,-122.37074,DELRIDGE NEIGHBORHOODS,1,1958,1,1,46797,46797,0,76,58.20000076,59.20000076,2588721,2545954,78.90000153,80,K-12 School,K-12 School,43744,NA,,NA,,130550,0,21433,Compliant,No Issue,445435,2143286,115.7,2.5
227,2021,WASHINGTON MIDDLE (SPS-DISTRICT),SPS-District K-12,3646100540,2101 S JACKSON ST,SEATTLE,WA,98144,47.59796,-122.30415,CENTRAL,1,1963,3,1,136188,136188,0,74,46.40000153,47.29999924,6741748,6613559,71.59999847,72.5,K-12 School,K-12 School,142558,NA,,NA,,545977,0,48789,Compliant,No Issue,1862873,4878875,266.8,2
229,2021,MARTIN LUTHER KING JR (BRIGHTON) ELEMENTARY SCHOOL (SPS-DISTRICT),SPS-District K-12,3812400550,6725 45TH AVE S,SEATTLE,WA,98118,47.54174,-122.27691,SOUTHEAST,1,2004,2,1,67371,67371,0,64,41.5,42.09999847,2975440,2930712,74.69999695,75.40000153,K-12 School,K-12 School,70638,NA,,NA,,368618,0,17177,Compliant,No Issue,1257725,1717715,96.4,1.4
230,2021,U-HAUL RENTALS & MINI-STORAGE,NonResidential,3874900040,6343 35TH AVE SW,SEATTLE,WA,98126,47.54508,-122.37737,SOUTHWEST,1,1969,2,1,52088,52088,0,,25.79999924,26.29999924,1369064,1342384,40.59999847,41.09999847,Self-Storage Facility,Self-Storage Facility,52088,NA,,NA,,117982,0,9665,Compliant,No Issue,402553,966511,53,1
231,2021,HAMILTON MIDDLE (SPS-DISTRICT),SPS-District K-12,4083301505,1610 N 41ST ST,SEATTLE,WA,98103,47.65708,-122.33803,LAKE UNION,4,2010,3,1,127776,127776,0,30,48,47.79999924,6118009,6140222,107.9000015,107.6999969,K-12 School,K-12 School,128025,NA,,NA,,1236840,0,18979,Compliant,No Issue,4220099,1897911,118.3,0.9
232,2021,SILVER CLOUD INN LAKE UNION,NonResidential,4088802955,1150 FAIRVIEW AVE N,SEATTLE,WA,98109,47.62972,-122.32906,LAKE UNION,3,1998,5,1,123920,93920,30000,87,70.80000305,70.59999847,6629520,6651370,135.3999939,135.1000061,Hotel,Hotel,93920,Parking,30000,NA,,959469,0,33558,Compliant,No Issue,3273708,3355812,191.8,2
233,2021,ARMORY BUILDING (MOHAI),Nonresidential COS,4088803210,860 TERRY AVE N,SEATTLE,WA,98109,47.62759,-122.33661,LAKE UNION,1,1900,1,1,52690,52690,0,,143.3999939,144.8999939,7637246,7557440,252.5,254.1000061,Museum,Museum,52690,NA,,NA,,899052,0,45697,Compliant,No Issue,3067566,4569680,255.4,4.8
234,2021,SEATTLE CITY LIGHT ROY STREET WAREHOUSE,Nonresidential COS,4088803530,802 ROY ST,SEATTLE,WA,98109,47.62552,-122.34064,MAGNOLIA / QUEEN ANNE,1,1926,2,1,50292,50292,0,,,,,,,,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,38693,Residence Hall/Dormitory,5000,Office,4730,,,,Compliant,No Issue,133200,0,0,0
